feature	CTRL_SNG-101_CD14 Mono	CTRL_SNG-101_CD4 Naive T	CTRL_SNG-101_CD4 Memory T	CTRL_SNG-101_CD16 Mono	CTRL_SNG-101_B	CTRL_SNG-101_CD8 T	CTRL_SNG-101_T activated	CTRL_SNG-101_NK	CTRL_SNG-101_DC	CTRL_SNG-101_B Activated	CTRL_SNG-101_Mk	CTRL_SNG-101_pDC	CTRL_SNG-101_Eryth	CTRL_SNG-1015_CD14 Mono	CTRL_SNG-1015_CD4 Naive T	CTRL_SNG-1015_CD4 Memory T	CTRL_SNG-1015_CD16 Mono	CTRL_SNG-1015_B	CTRL_SNG-1015_CD8 T	CTRL_SNG-1015_T activated	CTRL_SNG-1015_NK	CTRL_SNG-1015_DC	CTRL_SNG-1015_B Activated	CTRL_SNG-1015_Mk	CTRL_SNG-1015_pDC	CTRL_SNG-1015_Eryth	CTRL_SNG-1016_CD14 Mono	CTRL_SNG-1016_CD4 Naive T	CTRL_SNG-1016_CD4 Memory T	CTRL_SNG-1016_CD16 Mono	CTRL_SNG-1016_B	CTRL_SNG-1016_CD8 T	CTRL_SNG-1016_T activated	CTRL_SNG-1016_NK	CTRL_SNG-1016_DC	CTRL_SNG-1016_B Activated	CTRL_SNG-1016_Mk	CTRL_SNG-1016_pDC	CTRL_SNG-1016_Eryth	CTRL_SNG-1039_CD14 Mono	CTRL_SNG-1039_CD4 Naive T	CTRL_SNG-1039_CD4 Memory T	CTRL_SNG-1039_CD16 Mono	CTRL_SNG-1039_B	CTRL_SNG-1039_CD8 T	CTRL_SNG-1039_T activated	CTRL_SNG-1039_NK	CTRL_SNG-1039_DC	CTRL_SNG-1039_B Activated	CTRL_SNG-1039_Mk	CTRL_SNG-1039_pDC	CTRL_SNG-107_CD14 Mono	CTRL_SNG-107_CD4 Naive T	CTRL_SNG-107_CD4 Memory T	CTRL_SNG-107_CD16 Mono	CTRL_SNG-107_B	CTRL_SNG-107_CD8 T	CTRL_SNG-107_T activated	CTRL_SNG-107_NK	CTRL_SNG-107_DC	CTRL_SNG-107_B Activated	CTRL_SNG-107_Mk	CTRL_SNG-107_pDC	CTRL_SNG-107_Eryth	CTRL_SNG-1244_CD14 Mono	CTRL_SNG-1244_CD4 Naive T	CTRL_SNG-1244_CD4 Memory T	CTRL_SNG-1244_CD16 Mono	CTRL_SNG-1244_B	CTRL_SNG-1244_CD8 T	CTRL_SNG-1244_T activated	CTRL_SNG-1244_NK	CTRL_SNG-1244_DC	CTRL_SNG-1244_B Activated	CTRL_SNG-1244_Mk	CTRL_SNG-1244_pDC	CTRL_SNG-1244_Eryth	CTRL_SNG-1256_CD14 Mono	CTRL_SNG-1256_CD4 Naive T	CTRL_SNG-1256_CD4 Memory T	CTRL_SNG-1256_CD16 Mono	CTRL_SNG-1256_B	CTRL_SNG-1256_CD8 T	CTRL_SNG-1256_T activated	CTRL_SNG-1256_NK	CTRL_SNG-1256_DC	CTRL_SNG-1256_B Activated	CTRL_SNG-1256_Mk	CTRL_SNG-1256_pDC	CTRL_SNG-1256_Eryth	CTRL_SNG-1488_CD14 Mono	CTRL_SNG-1488_CD4 Naive T	CTRL_SNG-1488_CD4 Memory T	CTRL_SNG-1488_CD16 Mono	CTRL_SNG-1488_B	CTRL_SNG-1488_CD8 T	CTRL_SNG-1488_T activated	CTRL_SNG-1488_NK	CTRL_SNG-1488_DC	CTRL_SNG-1488_B Activated	CTRL_SNG-1488_Mk	CTRL_SNG-1488_pDC	CTRL_SNG-1488_Eryth	STIM_SNG-101_CD14 Mono	STIM_SNG-101_CD4 Naive T	STIM_SNG-101_CD4 Memory T	STIM_SNG-101_CD16 Mono	STIM_SNG-101_B	STIM_SNG-101_CD8 T	STIM_SNG-101_T activated	STIM_SNG-101_NK	STIM_SNG-101_DC	STIM_SNG-101_B Activated	STIM_SNG-101_Mk	STIM_SNG-101_pDC	STIM_SNG-101_Eryth	STIM_SNG-1015_CD14 Mono	STIM_SNG-1015_CD4 Naive T	STIM_SNG-1015_CD4 Memory T	STIM_SNG-1015_CD16 Mono	STIM_SNG-1015_B	STIM_SNG-1015_CD8 T	STIM_SNG-1015_T activated	STIM_SNG-1015_NK	STIM_SNG-1015_DC	STIM_SNG-1015_B Activated	STIM_SNG-1015_Mk	STIM_SNG-1015_pDC	STIM_SNG-1015_Eryth	STIM_SNG-1016_CD14 Mono	STIM_SNG-1016_CD4 Naive T	STIM_SNG-1016_CD4 Memory T	STIM_SNG-1016_CD16 Mono	STIM_SNG-1016_B	STIM_SNG-1016_CD8 T	STIM_SNG-1016_T activated	STIM_SNG-1016_NK	STIM_SNG-1016_DC	STIM_SNG-1016_B Activated	STIM_SNG-1016_Mk	STIM_SNG-1016_pDC	STIM_SNG-1016_Eryth	STIM_SNG-1039_CD14 Mono	STIM_SNG-1039_CD4 Naive T	STIM_SNG-1039_CD4 Memory T	STIM_SNG-1039_CD16 Mono	STIM_SNG-1039_B	STIM_SNG-1039_CD8 T	STIM_SNG-1039_T activated	STIM_SNG-1039_NK	STIM_SNG-1039_DC	STIM_SNG-1039_B Activated	STIM_SNG-1039_Mk	STIM_SNG-1039_pDC	STIM_SNG-1039_Eryth	STIM_SNG-107_CD14 Mono	STIM_SNG-107_CD4 Naive T	STIM_SNG-107_CD4 Memory T	STIM_SNG-107_CD16 Mono	STIM_SNG-107_B	STIM_SNG-107_CD8 T	STIM_SNG-107_T activated	STIM_SNG-107_NK	STIM_SNG-107_DC	STIM_SNG-107_B Activated	STIM_SNG-107_Mk	STIM_SNG-107_pDC	STIM_SNG-1244_CD14 Mono	STIM_SNG-1244_CD4 Naive T	STIM_SNG-1244_CD4 Memory T	STIM_SNG-1244_CD16 Mono	STIM_SNG-1244_B	STIM_SNG-1244_CD8 T	STIM_SNG-1244_T activated	STIM_SNG-1244_NK	STIM_SNG-1244_DC	STIM_SNG-1244_B Activated	STIM_SNG-1244_Mk	STIM_SNG-1244_pDC	STIM_SNG-1244_Eryth	STIM_SNG-1256_CD14 Mono	STIM_SNG-1256_CD4 Naive T	STIM_SNG-1256_CD4 Memory T	STIM_SNG-1256_CD16 Mono	STIM_SNG-1256_B	STIM_SNG-1256_CD8 T	STIM_SNG-1256_T activated	STIM_SNG-1256_NK	STIM_SNG-1256_DC	STIM_SNG-1256_B Activated	STIM_SNG-1256_Mk	STIM_SNG-1256_pDC	STIM_SNG-1256_Eryth	STIM_SNG-1488_CD14 Mono	STIM_SNG-1488_CD4 Naive T	STIM_SNG-1488_CD4 Memory T	STIM_SNG-1488_CD16 Mono	STIM_SNG-1488_B	STIM_SNG-1488_CD8 T	STIM_SNG-1488_T activated	STIM_SNG-1488_NK	STIM_SNG-1488_DC	STIM_SNG-1488_B Activated	STIM_SNG-1488_Mk	STIM_SNG-1488_pDC	STIM_SNG-1488_Eryth
ZNF254	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	1	1	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	1	1	0	2	4	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	6	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0
LINC00662	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	2	5	2	2	1	1	0	1	0	1	0	12	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	2	7	2	1	0	0	0	0	0	0	0	1	0	1	6	5	1	4	0	1	3	0	1	0	0	0	0	2	0	1	3	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	3	1	2	1	1	0	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	2	0	1	1	1	0	0	0	2	3	2	0	2	1	0	1	0	1	1	0	1	0	7	3	0	3	0	1	0	0	0	0	0	0
CTC-459F4.3	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	5	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
UQCRFS1	93	1	16	24	5	5	10	4	35	6	1	2	0	348	20	56	56	31	15	30	19	46	34	7	10	1	144	14	10	29	12	23	16	2	21	6	5	2	5	39	7	9	4	2	4	6	12	8	4	1	1	112	3	14	12	5	1	2	4	14	5	1	5	0	179	73	41	18	5	8	10	14	58	19	6	4	4	169	101	25	26	20	12	27	13	35	13	9	7	2	107	50	39	22	16	13	17	4	44	29	6	4	3	144	12	17	35	12	8	13	9	33	3	6	8	0	353	23	43	69	44	25	20	14	38	22	2	6	5	200	18	10	35	5	41	23	4	22	5	4	7	1	80	11	17	11	10	6	3	1	9	1	1	8	1	84	7	17	4	5	3	7	5	16	8	0	0	154	98	31	7	14	14	12	9	37	10	2	4	1	207	102	35	38	13	17	15	16	34	12	5	12	3	142	114	41	37	29	8	24	8	50	31	11	12	1
POP4	22	2	4	13	4	3	7	1	12	0	0	0	0	59	3	23	13	10	5	6	11	7	6	4	2	0	21	4	3	6	2	9	2	1	2	1	1	0	0	3	6	5	2	1	0	1	1	3	0	0	0	14	3	9	3	0	1	0	2	6	0	1	0	0	42	11	13	4	3	4	2	1	11	3	0	0	0	30	16	6	3	5	4	3	2	7	1	2	2	1	14	11	7	5	10	2	1	2	4	5	0	0	0	19	1	7	8	6	13	3	4	3	0	0	1	0	25	4	15	14	16	12	4	9	3	9	1	1	0	12	3	2	12	5	10	3	2	2	1	2	1	0	7	3	3	3	2	1	1	2	0	2	0	6	1	8	2	4	5	1	0	0	0	1	3	0	0	12	29	8	1	6	3	2	1	1	4	3	0	0	30	22	5	4	4	5	1	3	6	3	3	3	0	10	27	17	7	5	3	3	3	3	4	0	4	0
PLEKHF1	3	0	2	0	1	5	4	3	0	0	1	0	0	2	2	19	1	1	4	3	24	0	1	1	0	0	0	2	5	0	4	18	2	3	0	1	0	0	0	1	2	2	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	8	12	0	0	4	0	1	0	0	1	0	0	4	7	6	1	0	5	1	18	2	1	2	1	0	2	2	7	1	1	5	0	1	0	0	1	0	0	0	0	1	1	0	2	0	2	2	0	0	0	0	1	2	7	0	1	8	0	15	0	0	0	0	0	1	0	3	0	0	10	2	4	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	1	8	2	0	1	1	0	5	2	0	0	0	0	1	6	8	0	3	4	1	5	0	0	1	0	0	2	10	1	1	0	3	0	2	0	0	1	0	0
C19orf12	2	0	3	0	1	0	0	1	0	0	0	0	0	7	3	0	0	4	3	0	4	0	0	0	0	0	1	2	0	2	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	1	1	1	0	0	0	4	4	1	0	1	0	2	1	0	2	0	1	0	3	3	3	1	2	2	3	1	2	0	0	1	1	4	0	2	2	3	3	1	0	2	1	0	0	0	6	1	3	6	9	4	0	2	1	3	0	0	0	3	0	2	0	0	5	1	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	4	0	1	0	1	1	1	0	0	0	0	0	0	0	4	9	1	1	0	0	0	0	2	0	0	0	1	4	10	1	2	2	1	1	3	0	1	0	1	0	5	12	2	1	0	0	3	0	5	1	0	3	0
CCNE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
URI1	2	0	4	3	1	2	0	0	1	1	0	0	0	9	4	7	3	2	8	4	5	2	4	1	3	0	6	1	2	1	3	0	0	0	1	0	0	0	0	1	2	1	1	0	1	0	0	1	0	0	0	3	2	1	0	0	0	0	3	0	0	0	0	0	2	7	6	2	0	3	0	3	3	2	1	1	0	3	8	7	2	1	2	1	0	2	1	0	1	0	2	2	3	0	2	1	1	1	1	3	0	1	0	3	3	2	3	2	0	1	0	2	0	0	0	0	5	3	4	1	3	4	1	6	0	2	0	1	0	3	4	1	1	2	5	1	0	0	0	0	0	0	0	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	16	2	1	0	0	1	2	0	0	1	0	0	3	13	0	0	12	0	1	0	1	5	0	0	0	2	19	3	0	5	2	2	2	3	0	4	0	0
TSHZ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF507	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	1	0	0	0
AC007773.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
PDCD5	35	1	14	11	7	5	2	4	16	10	1	2	0	95	13	42	33	13	15	6	6	12	42	5	5	0	48	14	14	19	7	13	4	2	15	8	1	1	0	18	6	16	4	2	3	2	2	14	2	0	0	23	6	9	7	4	2	1	3	8	10	1	0	0	41	42	19	6	8	7	4	5	16	26	5	3	0	68	66	24	15	18	8	8	9	13	27	2	2	2	35	33	19	10	11	5	4	3	18	23	4	4	4	30	6	21	21	10	9	15	6	7	13	0	3	0	87	31	31	6	34	17	8	16	11	37	1	0	0	29	14	16	20	13	18	4	3	4	9	0	4	0	12	17	14	2	7	5	3	1	5	7	4	5	0	12	5	15	3	4	2	2	1	6	14	1	0	22	121	40	2	5	11	1	4	11	14	3	3	1	58	113	23	13	16	6	4	11	14	22	3	2	0	19	135	53	6	20	5	18	6	16	36	6	1	1
ANKRD27	3	0	2	0	1	3	0	0	0	0	0	0	0	6	0	1	1	4	1	0	3	1	0	0	0	0	6	4	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	2	0	0	0	0	5	3	2	1	0	1	0	0	1	1	0	0	0	1	6	0	1	1	1	0	0	2	0	0	1	0	0	3	0	3	0	0	8	1	1	0	0	0	0	3	0	2	0	1	0	0	2	1	1	0	0	0	2	0	4	0	1	1	1	3	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	2	2	4	0	1	0	0	0	2	0	0	0	0	7	5	1	0	1	1	0	1	0	0	0	0	0	1	3	0	2	1	0	1	0	1	1	1	3	0
CTD-2538C1.2	0	0	0	1	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
NUDT19	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP89	4	0	0	0	3	0	2	0	0	1	0	0	0	7	4	3	1	0	1	1	0	0	1	0	1	0	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	4	1	0	1	0	0	0	1	0	1	0	0	5	6	0	0	0	0	2	1	1	1	0	0	0	1	2	2	0	0	2	1	0	1	0	0	1	0	2	1	1	1	0	0	1	1	0	1	0	0	0	2	0	3	0	2	0	1	1	1	2	0	0	0	1	0	0	1	2	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	1	0	1	0	0	1	7	4	0	5	0	2	0	0	1	0	1	0
C19orf40	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0
GPATCH1	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	3	0	1	0	0	1	0	2	1	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	1	3	1	1	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	3	2	2	0	0	1	1	1	5	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	3	2	1	1	0	0	1	0	2	1	0	0	0	0	1	0	0	3	2	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	2	4	0	0	1	0	1	0	0	0	1	0	0	2	3	0	0	0	0	1	0	1	0	0	1	0	0	4	1	0	1	0	3	0	0	0	0	1	0
CEBPA	1	0	0	8	0	0	0	0	0	0	0	0	0	9	0	0	11	0	0	0	1	3	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CEBPA-AS1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPG	21	0	2	11	0	1	6	3	6	2	0	2	0	88	6	12	31	5	1	11	8	12	10	3	3	0	27	0	5	10	4	2	5	2	6	1	1	0	0	22	0	2	2	0	3	2	0	2	1	0	0	19	0	4	10	2	0	0	1	6	0	0	0	0	41	10	12	2	0	3	2	0	14	7	0	0	0	33	14	4	21	8	1	8	3	7	2	0	2	0	18	12	6	14	3	3	10	1	7	5	1	1	1	15	7	6	9	7	2	3	3	8	5	1	1	0	38	7	14	6	10	5	7	6	11	7	1	0	0	17	9	0	5	5	4	3	2	5	1	1	1	0	6	5	3	4	4	2	2	0	1	0	0	0	0	10	3	2	3	4	0	2	1	0	4	0	0	17	20	5	2	2	4	5	1	9	8	0	0	0	26	28	7	8	4	1	2	2	8	5	0	0	2	13	14	6	7	16	2	11	2	10	8	1	0	0
PEPD	18	0	3	0	2	2	2	2	4	0	1	1	1	35	3	23	9	11	4	1	4	2	2	0	2	0	22	5	4	2	2	3	0	3	3	4	2	0	0	9	4	8	0	0	0	1	0	1	0	0	0	4	0	1	2	0	0	0	0	1	0	0	0	0	25	20	7	1	1	2	1	1	4	4	3	0	0	28	29	8	3	11	4	6	3	6	5	1	4	1	8	14	4	8	6	1	0	0	1	4	1	1	0	23	5	5	7	4	3	0	0	4	0	2	1	0	42	7	5	7	17	4	0	5	5	6	2	1	0	14	7	3	9	3	9	0	0	0	2	0	2	0	13	6	3	1	0	1	0	0	0	0	0	1	0	6	0	2	1	4	0	0	0	1	2	0	0	13	35	4	0	4	1	1	1	1	2	1	1	0	24	48	2	13	4	2	3	1	5	2	1	2	0	8	35	11	2	12	3	1	3	4	3	2	1	0
